title,url,hashtags
My View On The Universe Part 1 - Thoughts on life and existence,https://docs.google.com/document/d/1mmytZ3GTENHpmYsCf74dMeJPNXCBrzIKKCXzSTLbBMw,#Philosophy #Life #Existence #Thoughts #Perspective
My View On The Universe Part 2 - Continued reflections on being,https://docs.google.com/document/d/1x7K3maoEju4YL5KN4Av8ikxqzmlTvhmxetZgw8bt3Io,#Existence #Philosophy #Life #Universe #Reflection
Forking Drives Innovation - Competition isn't the only path,https://docs.google.com/document/d/1K9nu-s3mb8hqjHGBMGRPHWUutynIX_O45VIlfRX8-no,#Innovation #Forking #GameDev #Ideas #Creativity
Why I Quit Competitive Games - The problem with versus play,https://docs.google.com/document/d/1AEL4GWYjHf8qOK0p_JG7hN2RIB0ogGXMOgNWE4psDfs,#Gaming #Competition #GameDesign #Personal #Mindset
Starting Game Dev From Scratch - Advice for complete beginners,https://docs.google.com/document/d/1su-KoRru0D2uiuaYyQ4Acu_o_uGY4TfV2Nx3LYYHAkU,#GameDev #Beginner #HowTo #IndieDev #StartHere
Growing As A Game Designer - Lessons and epiphanies,https://docs.google.com/document/d/1Uc7p3GZabPU6zD24DEFf0Yu_BF8AB6_7BkHGVElCiIw,#GameDesign #Growth #DevJourney #Insights #GameDev
What Is A Game Designer - How to master the craft,https://docs.google.com/document/d/1qYeWOujm45B-8S0Ib6_1VmpAfSoi6UmBtcJ8O2nA46Y,#GameDesign #Skill #Career #Development #GameDev
Evolution Of A Game Designer - Challenging common knowledge,https://docs.google.com/document/d/1WN99UKFgOvpaV5rKrm6XxGV005jEzthKMtxwMd78VnI,#GameDev #Growth #DesignMyths #Perspective #Skills
Additive vs Multiplicative Content - Why the latter wins,https://docs.google.com/document/d/1X46PJP9A6mNVZ4EZVNa80UCmH51aEBJ2jvXm51VBMBQ,#GameDesign #Content #Strategy #Multiplicative #GameDev
Scope Creep Isn’t Bad - You're just not ready yet,https://docs.google.com/document/d/1dUnMhvgPTFoPFwaomh2T-dLzVyq59Deu_0r3MzPFXCI,#ScopeCreep #GameDev #Project #Design #RealityCheck
Narrative In Infinite Games - Player-run story structure,https://docs.google.com/document/d/1MChlMPPABmEWdCfb-QRcsQcHiYoCithIXVCHAD5FgPI,#Narrative #StoryDesign #InfiniteGame #GameDev #PlayerDriven
Meaning In Games - How to create motivation to play,https://docs.google.com/document/d/1AYFUbO3hmwBmdKqWFoU1ACUezfcruUkU_r-x3pQrDUA,#GameMeaning #Motivation #Design #GameDev #PlayValue
Pacing And Progression - Tuning infinite gameplay loops,https://docs.google.com/document/d/1qfdoKELsKZFnnuKf1vBz0xZ28GMzNjvJnATPgpe5fr0,#Pacing #Progression #InfiniteGame #GameLoop #Design
Exploitative Game Design - Beyond free-to-play debate,https://docs.google.com/document/d/1tuL7hozHmT_5BlOeiu-lny7CWGfpWMf5zY2nHYk0t1U,#F2P #Ethics #GameDesign #Exploitative #GameDev
Loopholes In Game Design - How flaws get exploited,https://docs.google.com/document/d/1IfTJ38En4kQdV1wsF8WGel_noOwAzZ0bkaPREabJn8Q,#DesignFlaws #GameDev #Exploits #Loopholes #GameDesign
OutoTex Seamless Texture Pack: 1024px photo-based assets for pro 3D workflows,https://reactorcore.itch.io/outotex-photobased-seamless-texture-pack-1024px,#assets #textures #seamless #photo #3d
OMA Blaster GBE 2x: Free sample weapon from the OMA demo arsenal,https://reactorcore.itch.io/blaster-gbe-mk1,#assets #blaster #demo #free #weapons
OMA Superpack: Massive sprite-only bundle with everything OMA in one,https://reactorcore.itch.io/oma-sprites-only-all-superpack,#assets #sprites #superpack #pixelart #bundle
Crosshair 110x Ultra: Triple pack with precision UI crosshairs,https://reactorcore.itch.io/crosshair-110x-triple-ultra-pack,#assets #crosshair #ui #pack #design
PSRC Builder Hardware: 2D sprite tools and machines for construction,https://reactorcore.itch.io/psrc-2d-sprites-builder-hardware,#assets #sprites #tools #builder #construction
PSRC Kitchen Gear: Cooking tools and gear sprites for cozy scenes,https://reactorcore.itch.io/psrc-2d-sprites-kitchen-gear,#assets #sprites #kitchen #gear #2D
PSRC Urban Maintenance: Modern sprite utilities for city service work,https://reactorcore.itch.io/psrc-2d-sprites-urban-maintenance,#assets #sprites #urban #tools #service
PSRC House Utilities: Home appliance sprites for 2D games,https://reactorcore.itch.io/psrc-2d-sprites-house-utilities,#assets #sprites #home #utilities #2D
Particle Texture Essentials: FX-ready particles for visual effects,https://reactorcore.itch.io/particle-effect-texture-essentials,#assets #textures #particles #fx #effects
Reactorcore Sprite Megapack: 1500+ pixel sprites in one pro bundle,https://reactorcore.itch.io/reactorcore-art-sprite-assets-packs-all-in-one-1500-sprites,#assets #sprites #megapack #pixelart #bundle
Deluxe Primitives: Essential 3D modeling starter shapes,https://reactorcore.itch.io/deluxe-primitives,#assets #3D #models #primitives #geometry
OMA Sidearm 3D Models: Small weapon models for your game arsenal,https://reactorcore.itch.io/oma-3d-models-sidearm-weapons,#assets #3D #weapons #sidearm #models
OMA Grenade 3D Models: Explosive props ready for any shooter,https://reactorcore.itch.io/oma-3d-models-grenade-weapons,#assets #3D #grenade #weapons #models
OMA Primary B Energy: Sci-fi 3D weapons with high-tech style,https://reactorcore.itch.io/oma-3d-models-primary-weapons-b-energy,#assets #3D #weapons #energy #models
OMA Secondary Weapons: Compact 3D weapon models for quick use,https://reactorcore.itch.io/oma-3d-models-secondary-weapons,#assets #3D #weapons #models #compact
OMA Primary A Ballistic: 3D firearm models with classic looks,https://reactorcore.itch.io/oma-3d-models-primary-weapons-a-ballistic,#assets #3D #weapons #ballistic #models
OMA 3D Models Megapack: Full weapon library in one file,https://reactorcore.itch.io/oma-3d-models-all-megapack,#assets #3D #megapack #weapons #models
"OMA Sprite Energy Weapons: Futuristic pixel guns, sprite-only",https://reactorcore.itch.io/oma-pixel-primary-weapons-b-energy,#assets #sprites #weapons #energy #pixel
OMA Sprite Ballistic Weapons: Firearms in pixel sprite format,https://reactorcore.itch.io/oma-pixel-primary-weapons-a-ballistic,#assets #sprites #weapons #ballistic #pixel
"OMA Sprite Secondary Weapons: Pixel sideweapons, compact and clean",https://reactorcore.itch.io/oma-pixel-secondary-weapons,#assets #sprites #weapons #secondary #pixel
OMA Sprite Sidearms: Handgun-style pixel weapons for 2D games,https://reactorcore.itch.io/oma-pixel-sidearm-weapons,#assets #sprites #weapons #sidearm #pixel
OMA Sprite Grenades: Throwable pixel explosives for your arsenal,https://reactorcore.itch.io/oma-pixel-grenade-weapons,#assets #sprites #weapons #grenade #pixel
Image to UnicodeASCII: Convert any image into stylized text art,https://reactorcore.itch.io/image-to-unicodeascii-generator,#ascii #image #generator #art #text
Offworld Mercenary Arsenal: Interactive weapon showcase demo,https://reactorcore.itch.io/offworld-mercenary-arsenal-interactive-showcase-demo,#game #demo #weapons #interactive #assets
Simple Planet Interior Generator: Generate procedural maps fast,https://reactorcore.itch.io/simple-planet-interior-generator,#generator #planet #maps #random #2D
Cortex Command B23 Remix: A modded return of the cult classic,https://reactorcore.itch.io/super-remixed-cortex-command-b23-legacy,#game #remix #2D #combat #download
Merge images & audio in bulk - perfect for content creators & editors,https://reactorcore.itch.io/bulk-image-and-audio-merger,#mediaTools #contentCreation #audioVisual #productivity #batchProcessing
Create empty folder structures instantly with this simple batch file,https://reactorcore.itch.io/copy-folder-tree-without-files,#folderOrganization #fileManagement #batchFile #productivity #systemTools
Enhance image quality with one-click xBRZ upscaling technology,https://reactorcore.itch.io/auto-upscale-all-images-using-xbrz-234x,#imageUpscaling #graphicEnhancement #digitalArt #batchProcessing #visualQuality
Unity developers: Auto-paste keyword sets to speed up Asset Store listings,https://reactorcore.itch.io/unity-asset-store-keyword-auto-paste,#unityDev #gamedev #productivityTool #assetStore #automation
Batch rename randomized file sets with this simple utility tool,https://reactorcore.itch.io/shuffled-file-set-renamer,#fileManagement #batchRenaming #organizationTool #productivity #dataManagement
Extract individual frames from any video - perfect for thumbnails & analysis,https://reactorcore.itch.io/video-frame-extractor,#videoEditing #frameExtraction #contentCreation #thumbnailMaker #mediaTools
Automate movie assembly from clips & images with intelligent sequencing,https://reactorcore.itch.io/no-nonsense-auto-movie-assembler,#videoEditing #automation #contentCreation #movieMaking #batchProcessing
Optimize GIFs in bulk: Reduce file size while preserving quality,https://reactorcore.itch.io/easy-bulk-gif-optimizer-automatic-batch-compressor,#gifOptimization #fileCompression #batchProcessing #webContent #mediaOptimization
Track everything you copy: Simple utility logs clipboard history to text file,https://reactorcore.itch.io/simple-clipboard-logger,#clipboardHistory #productivityTool #textLogging #dataCapture #workflow
Export complete folder structures to text files for documentation & reference,https://reactorcore.itch.io/folder-tree-to-txt,#folderStructure #documentation #fileManagement #organizationTools #systemUtility
"""All Clear"" HUD notification for Doom - know when you've cleared all enemies",https://reactorcore.itch.io/all-clear-message,#doomMod #gameHUD #UIenhancement #gaming #modding
Add AI companions to classic Doom - fight alongside friends who have your back,https://reactorcore.itch.io/doom-friends-companions-mod,#doomMod #AIcompanions #gameModding #classicGames #gamingEnhancement
Robodude: The ultimate robot companion mod for Doom - loyal & powerful ally,https://reactorcore.itch.io/robodude-buddy-ally-companion-mod,#doomMod #robotCompanion #gameModding #classicGames #AIally
Make Doom environments destructible with explodable props & decorations,https://reactorcore.itch.io/explodable-props-destroyable-decorations,#doomMod #destructibleEnvironment #gameModding #environmentalEffects #gaming
Reimagined final boss maps for Doom 2 - epic conclusion to a classic game,https://reactorcore.itch.io/doom-2-final-boss-battle-replacement-maps,#doomMod #bossEncounter #levelDesign #gameModding #classicGames
Track your map completion with notifications in Doom - perfect for completionists,https://reactorcore.itch.io/completionist-notification,#doomMod #gameCompletion #progressTracking #modding #gamingQOL
Enhanced mobility options for Doom - tweaked for perfect gameplay balance,https://reactorcore.itch.io/jetplanes-mobility-tweak-edition,#doomMod #movementMod #gameplayEnhancement #modding #gaming
Visual kill confirmation HUD for Doom - satisfying feedback for every frag,https://reactorcore.itch.io/kill-confirmer,#doomMod #gameHUD #visualFeedback #gamingEnhancement #modding
Monster Scouter HUD: Display enemy health & stats in Doom - tactical advantage,https://reactorcore.itch.io/monster-scouter,#doomMod #monsterStats #gameHUD #tacticalgaming #informationDisplay
Omni Shields: Powerful inventory-based protection system for Doom,https://reactorcore.itch.io/omni-shields,#doomMod #defensivePowerups #gameModding #survivalEnhancement #gaming
Nuclear Barrels: Devastating explosive props mod for Doom - bigger booms!,https://reactorcore.itch.io/nuclear-barrels,#doomMod #explosives #gameEnhancement #destructionMod #gaming
Complete Mugshot HUD collection for Doom - expressive character faces,https://reactorcore.itch.io/mugshot-hud-addon-collection,#doomMod #characterExpressions #gameHUD #visualEnhancement #classicGaming
Ultimate Bullettime mod for Doom - stylish slow-motion combat encounters,https://reactorcore.itch.io/slomo-bullettime-ultimate,#doomMod #bulletTime #gameplayMechanic #combatEnhancement #slowMotion
SuperMap: Start Doom levels with fully revealed maps & enemy locations,https://reactorcore.itch.io/supermap-reveal-map-and-enemies-at-start,#doomMod #mapReveal #gameplayAssist #navigationalAid #modding
Uber Artifacts: Enhanced powerups for Doom with balanced gameplay effects,https://reactorcore.itch.io/uber-artifacts,#doomMod #enhancedPowerups #gameBalancing #playEnhancement #modding
More difficulty modes for Doom - fine-tune challenge to match your skill level,https://reactorcore.itch.io/more-difficulty-modes-ultimate,#doomMod #difficultyOptions #gameCustomization #challengeAdjustment #gaming
Enhanced intermission screens for Doom 2 - visual upgrade for level transitions,https://reactorcore.itch.io/doom-2-intermission-screen-mod,#doomMod #visualEnhancement #gameUI #intermissionScreen #modding
Distant Lands: Seamless background collection for games & digital art projects,https://reactorcore.itch.io/distant-lands-bgs,#gameAssets #backgrounds #digitalArt #seamlessTextures #environmentDesign
PSRC 3M System BW Masks: 32px & 128px geometric mask graphics for designers,https://reactorcore.itch.io/psrc-3m-system-bw-masks-32px-and-128px,#designAssets #masks #geometricGraphics #gameArt #visualResources
Basic 2D Primitive Shapes: 128px versatile shape collection for game developers,https://reactorcore.itch.io/basic-2d-shapes-primitive-128px,#gameAssets #2Dshapes #primitiveGraphics #gameDesign #visualElements
PSRC Human Character: Complete 2D sprite set for game developers,https://reactorcore.itch.io/psrc-2d-sprites-human-character,#gameAssets #characterSprites #2Dgraphics #gamedev #humanCharacter
PSRC Skeleton Character: Fully animated 2D skeleton sprite set for games,https://reactorcore.itch.io/psrc-2d-sprites-skeleton-character,#gameAssets #skeletonSprites #2Dgraphics #gamedev #characterAnimation
Simple Gradient Textures: 128px versatile background collection for designers,https://reactorcore.itch.io/simple-gradient-textures-128px,#gameAssets #gradientTextures #backgroundDesign #visualResources #2Dgraphics
Tiling Website Backgrounds: 1024px seamless texture megapack for web design,https://reactorcore.itch.io/tiling-website-backgrounds-megapack-1024px,#webDesign #seamlessTextures #backgroundAssets #tilingPatterns #designResources
16px Seamless Texture Hyperpack: Massive collection of pixel-perfect tileable textures,https://reactorcore.itch.io/16px-seamless-mc-texture-hyperpack,#gameAssets #16pxTextures #tilingSets #pixelArt #textureCollection
32px Seamless Texture Gigantopack: Enormous tileable texture library for developers,https://reactorcore.itch.io/32px-seamless-mc-texture-gigantopack,#gameAssets #32pxTextures #seamlessTiling #textureLibrary #gamedev
BW Microart: 32px seamless texture megapack with minimalist black & white designs,https://reactorcore.itch.io/bw-microart-32px-seamless-textures-megapack,#gameAssets #BWtextures #minimalDesign #seamlessPatterns #textureArt
BW Surfaces: 128px grayscale texture pack for versatile design applications,https://reactorcore.itch.io/bw-surfaces-128px-super-texture-pack,#gameAssets #grayscaleTextures #surfaceDesign #tileableSurfaces #visualResources
Eradication Wars: Detailed weapon sprite collection for 2D action games,https://reactorcore.itch.io/eradication-wars-weapon-sprite-pack,#gameAssets #weaponSprites #2Dgamedev #pixelArt #actionGameGraphics
Exoplanets: 256px seamless alien texture pack for otherworldly environments,https://reactorcore.itch.io/exoplanets-seamless-textures-pack-256px,#gameAssets #alienTextures #environmentDesign #sciFiGraphics #seamlessBackgrounds
Explosion Animation Pack: Sprite sheets for dynamic in-game explosions & effects,https://reactorcore.itch.io/explosion-spriteanim-sheet-minipack,#gameAssets #explosionSprites #animationSheets #visualEffects #2Dgraphics
Whisper Batch Transcriber: Convert multiple audio files to text with AI accuracy,https://reactorcore.itch.io/whisper-batch-transcriber,#AITranscription #speechToText #contentCreation #productivity #audioProcessing
Vosk Transcriber: Lightweight speech-to-text solution for offline transcription,https://reactorcore.itch.io/vosk-transcriber-maybe-edition,#speechRecognition #audioProcessing #transcriptionTool #contentCreation #offlineAI
Simple YouTube to MP3 downloader - Extract audio from your favorite videos,https://reactorcore.itch.io/youtube-to-mp3-download-simple,#youtubeDownloader #mp3Extraction #audioTools #contentSaving #mediaConverter
Text Line Duplicate Remover: Clean files by eliminating redundant text instantly,https://reactorcore.itch.io/text-line-duplicate-remover,#textCleaning #duplicateRemoval #fileOptimization #dataManagement #productivityTool
Code Packer: Convert entire projects into AI-friendly text format for easier sharing,https://reactorcore.itch.io/code-packer-turn-your-project-into-txt-for-ai-chats,#codeSharing #AIassistance #projectPackaging #developerTools #textConversion
Generate realistic melee weapon descriptions for games & creative writing,https://reactorcore.itch.io/text-gen-weapon-melee-cqc,#contentGenerator #gameWriting #meleeWeapons #creativeTools #writingAid
Firearms description generator - Create compelling gun descriptions instantly,https://reactorcore.itch.io/text-gen-weapon-guns-simple,#weaponGenerator #gameDesign #contentCreation #writingTools #gunDescriptions
Grenade & explosive device text generator for game developers & writers,https://reactorcore.itch.io/text-gen-weapon-grenade-device,#explosiveDesign #gameWriting #weaponDescriptions #contentCreation #writingTools
Complex weapon generator: Create unique & detailed armaments for any setting,https://reactorcore.itch.io/text-gen-weapon-any-complex,#weaponDesign #gameAssets #contentGenerator #creativeWriting #worldbuilding
Ammunition type generator: Create diverse & realistic ammo descriptions,https://reactorcore.itch.io/text-gen-weapon-ammo-types,#ammoDesign #gameDevTools #contentGenerator #weaponSystems #worldbuilding
Generate sci-fi warrior character descriptions with attitude & unique traits,https://reactorcore.itch.io/text-gen-warrior-scifi-badass,#characterGenerator #sciFiWriting #gameDesign #NPCcreation #writingTools
Vehicle destruction text generator - Vivid crash & damage descriptions,https://reactorcore.itch.io/text-gen-vehicle-being-wrecked,#vehicleDestruction #gameWriting #actionSequences #contentGenerator #creativeTools
Umbrella Term Generator: Create categories & classifications for worldbuilding,https://reactorcore.itch.io/text-gen-umbrella-term-things,#worldbuilding #termGenerator #creativeWriting #categoryCreation #namingTool
Seamless texture description generator for art directors & environment artists,https://reactorcore.itch.io/text-gen-texture-seamless-tiling,#textureDesign #environmentArt #gameAssets #contentCreation #designTools
Generate unique symbols & emblems - Perfect for factions & organizations,https://reactorcore.itch.io/text-gen-symbols-emblems-logos,#logoGenerator #factionDesign #gameAssets #worldbuilding #visualIdentity
Building destruction generator - Create cinematic structural damage descriptions,https://reactorcore.itch.io/text-gen-structure-building-smash,#destructionEffects #environmentalDamage #gameWriting #scenarioDesign #actionSequences
Reactor & machine description generator for sci-fi environments & props,https://reactorcore.itch.io/text-gen-reactor-machine,#sciFiTech #propDesign #environmentAssets #worldbuilding #machineDescriptions
Particle effect generator - Create stunning visual effect descriptions for games,https://reactorcore.itch.io/text-gen-particle-effect-texture,#visualEffects #gameDesign #particleEffects #graphicDescriptions #FXdesign
Mecha & war robot generator - Design unique mechanical warriors for your game,https://reactorcore.itch.io/text-gen-mecha-war-robot,#mechaDesign #robotGenerator #gameContent #characterDesign #sciFiAssets
Loot surprise generator - Create rewarding treasures & unexpected findings,https://reactorcore.itch.io/text-gen-loot-surprise,#lootDesign #gameRewards #treasureGenerator #contentCreation #gameDesign
Space & exoplanet location generator - Craft alien worlds & stellar landscapes,https://reactorcore.itch.io/text-gen-locations-space-and-exoplanets,#planetGenerator #spaceEnvironments #worldbuilding #sciFiSettings #gameDesign
Natural biome generator - Create diverse & realistic environmental zones,https://reactorcore.itch.io/text-gen-locations-natural-biome-zones,#biomeDesign #environmentCreation #worldbuilding #landscapeGenerator #gameDesign
Space megastructure generator - Design massive sci-fi constructions,https://reactorcore.itch.io/text-gen-locations-megastructures-in-space,#megastructures #sciFiWorldbuilding #spaceArchitecture #gameEnvironments #conceptDesign
Human-made location generator - Create realistic built environments & structures,https://reactorcore.itch.io/text-gen-locations-human-made-built-places,#locationDesign #urbanEnvironments #architectureGenerator #worldbuilding #gameSettings
Horrifying abomination generator - Create terrifying monsters for horror games,https://reactorcore.itch.io/text-gen-horrifying-abomination,#horrorCreatures #monsterDesign #gameEnemies #creatureGenerator #frightDesign
Genetic monster generator - Design hybrid creatures & bioengineered horrors,https://reactorcore.itch.io/text-gen-genetic-monsters,#mutantDesign #creatureCreation #gameMonsters #biologicalHorrors #characterDesign
Food description generator - Create mouth-watering culinary content for games,https://reactorcore.itch.io/text-gen-food-yummies,#foodDescriptions #gameProps #culinaryContent #worldbuilding #itemGenerator
Doomsday event generator - Create apocalyptic scenarios & world-ending disasters,https://reactorcore.itch.io/text-gen-doomsday-event,#apocalypseDesign #catastropheScenarios #storyGenerator #worldEndings #gameEvents
Crosshair & reticle generator - Design unique targeting systems for games,https://reactorcore.itch.io/text-gen-crosshair-reticle,#UIdesign #gameInterface #crosshairDesign #targetingSystem #gameAssets
Corporate branded items generator - Create fictional companies & products,https://reactorcore.itch.io/text-gen-corporate-branded-things,#brandGenerator #fictionalCompanies #gameProps #worldbuilding #corporateIdentity
Camera technique generator - Create professional photography & filming descriptions,https://reactorcore.itch.io/text-gen-camera-pro-tricks,#cameraTechniques #cinematography #visualEffects #contentCreation #filmingTips
Transparent container generator - Design sci-fi vials & specimen holders,https://reactorcore.itch.io/text-gen-container-transparent-filled,#propDesign #laboratoryAssets #gameItems #containerDesign #scienceProps
Art style & mood filter generator - Create unique visual aesthetics & atmospheres,https://reactorcore.itch.io/text-gen-artstyle-mood-filters-light,#artStyleGenerator #visualMoods #gameAesthetics #creativeDirection #atmosphereDesign
Crazy backgrounds generator - Create wild & imaginative scene backdrops,https://reactorcore.itch.io/text-gen-locations-crazy-backgrounds,#backgroundDesign #sceneSettings #environmentalArt #creativeScenes #locationDesign
Epic superweapon generator - Design devastating fictional armaments & WMDs,https://reactorcore.itch.io/text-gen-epic-superweapon,#superweaponDesign #ultimateWeapons #gameAssets #worldbuilding #weaponConcepts
Special ability generator - Create unique powers & skills for game characters,https://reactorcore.itch.io/text-gen-special-ability-powers,#powerDesign #characterAbilities #gameFeatures #skillCreation #superPowers
Free games and creative software from Reactorcore,https://reactorcore.itch.io,#games #mods #software #indiedev #free
Support Reactorcore for exclusive content and downloads,https://www.patreon.com/c/ReactorcoreGames,#patreon #support #gamedev #exclusive #community
My massive art gallery of pixel art and 3D models,https://www.deviantart.com/reactorcore3/,#art #pixelart #voxel #gallery #creative
Game-ready Unity asset packs for developers and indiedevs,https://assetstore.unity.com/publishers/3412,#unity #assets #gamedev #tools #resources
Check out my game design videos and art showcases,https://www.youtube.com/@reactorcoregames,#youtube #videos #gamedev #art #showcase
Join the Reactorcore Discord community for updates and chat,https://discord.gg/UdRavGhj47,#discord #community #chat #updates #art
Support my work with a small donation - buy me an Orange,https://www.buymeacoffee.com/reactorcoregames,#support #donate #coffee #thanks #appreciation
Hire Reactorcore for game design and gamedev consulting,https://docs.google.com/document/d/1rIul-Jd4DvMw_-lcyolOJ4QHoHvLtXXxfHmX1gYoO3o/edit?tab=t.0,#hire #cv #gamedesign #portfolio #services
Commission custom pixel art and 3D voxel weapons,https://artistree.io/request/reactorcore,#commissions #pixelart #voxel #custom #art
Check out my Lego Mecha MOC Alt Builds on Rebrickable,https://rebrickable.com/users/Reactorcore/,#lego #mecha #instructions #builds #moc
Contact me directly via email for inquiries,mailto:reactorcoregames@gmail.com,#contact #email #inquiries #direct #fast
Follow my official X/Twitter profile for updates,https://x.com/ReactorcoreDev,#twitter #updates #gamedev #follow #social
Follow my BlueSky profile for additional content,https://bsky.app/profile/reactorcoregames.bsky.social,#bluesky #social #updates #content #follow
Download custom Lego Mecha build instructions,https://itch.io/c/4651123/lego-mecha-alt-build-moc,#lego #mecha #instructions #builds #download
Download useful bulk automation tools to save time,https://itch.io/c/4651124/programs-and-tools,#tools #automation #productivity #software #download
Download universal addon mods for Classic Doom II,https://itch.io/c/3164246/mods-various,#doom #mods #gaming #retro #download
Free game graphics: 2D sprites and textures,https://itch.io/c/4300855/free-asset-packs,#free #sprites #textures #gamedev #assets
Premium asset packs: pixel sprites and 3D models,https://itch.io/c/3164248/premium-asset-packs,#premium #assets #sprites #3dmodels #gamedev
Check out my experimental software projects,https://itch.io/c/3164238/experiments,#experimental #software #projects #coding #indie
Browse my downloadable video game projects,https://itch.io/c/4681717/games-downloadable,#games #indie #projects #download #play
Imperial Black Halo: Sleek trophy mech reborn from LEGO Dragon set,https://rebrickable.com/mocs/MOC-197622/Reactorcore/71796-imperial-black-halo-lightning-trophy-mecha,#lego #moc #mecha #altbuild #custom
Sauron Scissor Hands: Sinister mech forged from LEGO Lava Dragon,https://rebrickable.com/mocs/MOC-197570/Reactorcore/71793-sauron-scissor-hands-mech,#lego #mecha #dragon #custom #build
Highwalker Mech: Mining variant from Imperium Dragon Hunter set,https://rebrickable.com/mocs/MOC-197583/Reactorcore/71790-highwalker-mech-mining-worker-variant,#lego #mining #mecha #walker #altbuild
Machine God Tangan: Divine warframe from Nya's Samurai X MECH,https://rebrickable.com/mocs/MOC-197577/Reactorcore/71775-machine-god-tangan-hyperion-mecha,#lego #warframe #samurai #mecha #divine
